Created Date,Record Number,Record Type,Status,Address,Property/Project Name,Description,Expiration Date,Column 1,Column 2
06/18/2025,003295-25PA,Building & Land Use Pre-Application,Completed,731   N  86TH  ST   SEATTLE,,"Construct a duplex and 2 single family residences, each with attached garages. Demo existing SFR.",,,
06/18/2025,003285-25PA,Building & Land Use Pre-Application,Completed,4643   NE  89TH  ST   SEATTLE,Thornewell Pergola,Building a Pergola in the Backyard. It's a metal Kit. Site specific engineering has been done.,,,
06/18/2025,003287-25PA,Building & Land Use Pre-Application,Reviews Completed,5404   SW  DAKOTA  ST   SEATTLE,,"DEMO SFR, CONSTRUCT (4) SFR WITH (4) GARAGES & (4) OPEN PARKING STALLS. FUTURE UNIT LOT SUBDIVISION.",,,
06/18/2025,003267-25PA,Building & Land Use Pre-Application,Completed,5200    35TH  AVE  SW  SEATTLE,Camp Long Modular,Install factory-assembled modular structure and accessible ramp. install foundations and piers.,,,
06/18/2025,003276-25PA,Building & Land Use Pre-Application,Completed,901    12TH  AVE   SEATTLE,,"Install new art sculpture on ""The Green"" (outdoor space on Seattle University campus)",,,
06/18/2025,003288-25PA,Building & Land Use Pre-Application,Completed,2611   S  DEARBORN  ST   SEATTLE,DSHS TCCS Patient Lifts,INSTALL NEW PATIENT LIFTS IN TEN FIRST FLOOR ROOMS TO BE ANCHORED TO THE UNDERSIDE OF THE EXISTING SECOND FLOOR STRUCTURAL CONCRETE SLAB. THE PROPOSED LIFTS WILL HAVE A MAXIMUM CAPACITY OF 1000 LBS.,,,
06/18/2025,003280-25PA,Building & Land Use Pre-Application,Completed,800    OCCIDENTAL  AVE  S  SEATTLE,Weeknd Concert 712,"Erect temporary stage, cover and scaffold in endzone of Lumen Field for Weeknd Concert  Concert on July 12th, 2025, per plans. All stage components are provided by stage company and assembled by professional crew. Owner responsible for structural integrity of structure.",,,
06/18/2025,003290-25PA,Building & Land Use Pre-Application,Completed,1730    LAKESIDE  AVE  S  SEATTLE,New Door opening,Create new opening for sliding door,,,
06/18/2025,003281-25PA,Building & Land Use Pre-Application,Completed,2123   N  122ND  ST   SEATTLE,,"REMOVE EXISTING STRUCTURES. CONSTRUCT 2 NEW SINGLE-FAMILY RESIDENCES AND 2 NEW TOWNHOMES WITH GARAGE PARKING, PER PLAN.",,,
06/18/2025,003282-25PA,Building & Land Use Pre-Application,Completed,2125   N  122ND  ST   SEATTLE,,"REMOVE EXISTING STRUCTURES. CONSTRUCT 4 NEW TOWNHOMES WITH GARAGE AND SURFACE PARKING, PER PLAN.",,,
06/18/2025,003294-25PA,Building & Land Use Pre-Application,Completed,9454    12TH  AVE  SW  SEATTLE,Khmer Community Center,"The project includes demolition of one existing single family house and one existing detached garage, and construction of a new community center with the associated site improvement and street improvements.",,,
06/18/2025,003268-25PA,Building & Land Use Pre-Application,Completed,6740    9TH  AVE  NW  SEATTLE,Hunter-Keller Renovation,"Renovation of existing basement, convert (e) 140sf below grade garage to living space.",,,
06/18/2025,003271-25PA,Building & Land Use Pre-Application,Completed,8109    34TH  AVE  SW  SEATTLE,8109 Erez DADU,25-01708109 34th Ave SWConstructing new DADU on west portion of lot facing alley per standard plan 6880596-SP,,,
06/18/2025,003272-25PA,Building & Land Use Pre-Application,Completed,6515   NE  60TH  ST   SEATTLE,Chu 6515 60th,The project is to demo an existing house and shed. Construction of a new single family house with an attached garage.,,,
06/18/2025,003284-25PA,Building & Land Use Pre-Application,Completed,2575    WEST MONTLAKE  PL  E  SEATTLE,2575 Demolition Permit,Demolition of the 2575 West Montlake PL E existing house and retaining wall.,,,
06/18/2025,003266-25PA,Building & Land Use Pre-Application,Completed,501   W  HIGHLAND  DR,501 W Highland Drive Pre-Application,Demolish existing structure and construct a new two story single family home with basement/attached garage and a backyard accessory dwelling unit,,,
06/18/2025,003265-25PA,Building & Land Use Pre-Application,In Process,2575    WEST MONTLAKE  PL  E  SEATTLE,2575 Demolition Permit,Demolition of the 2575 house and retaining wall inside the property line.,,,
06/18/2025,003278-25PA,Building & Land Use Pre-Application,Completed,4010   NE  88TH  ST   SEATTLE,Kushnick,"Construct alterations to one-family dwelling, subject to field inspection (STFI)",,,
06/18/2025,003277-25PA,Building & Land Use Pre-Application,Completed,706    27TH  AVE   SEATTLE,,CONSTRUCT THREE NEW SINGLE-FAMILY HOMES BEHIND EXISTING HOUSE,,,
06/18/2025,003274-25PA,Building & Land Use Pre-Application,Completed,3733    34TH  AVE  SW  SEATTLE,Bathroom,"Construct alterations to one-family dwelling, subject to field inspection (STFI)",,,
06/18/2025,003269-25PA,Building & Land Use Pre-Application,Completed,5017    38TH  AVE  NE  SEATTLE,25017 Burton Hall Bath,"Interior alterations to existing single family residence, subject to field inspection (STFI)",,,
06/17/2025,003242-25PA,Building & Land Use Pre-Application,Completed,10729    SAND POINT  WAY  NE  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW SFR'S, AND A NEW DUPLEX, WITHPARKING PER PLAN.",,,
06/17/2025,003237-25PA,Building & Land Use Pre-Application,Completed,6744    JONES  AVE  NW  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT TWO NEW DUPLEXES, WITH PARKING PER PLAN.",,,
06/17/2025,003245-25PA,Building & Land Use Pre-Application,Reviews Completed,8442    24TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT THREE NEW DUPLEXS, WITH PARKING PER PLAN.",,,
06/17/2025,003247-25PA,Building & Land Use Pre-Application,Completed,1221   E  PIKE  ST   SEATTLE,Elysian Brewing Co Renovation,"Renovations to an existing operational restaurant including adding an exterior garage door, an exterior person door, and some interior lighting updates.",,,
06/17/2025,003246-25PA,Building & Land Use Pre-Application,Completed,13723    35TH  AVE  NE  SEATTLE,,4-unit ULS,,,
06/17/2025,003236-25PA,Building & Land Use Pre-Application,Completed,9208    DAYTON  AVE  N  SEATTLE,,"DEMOLISH EXISTING BUILDING AND CONSTRUCT TWO NEW SFR'S, AND ONE NEW DUPLEX WITH PARKING PER PLAN.",,,
06/17/2025,003256-25PA,Building & Land Use Pre-Application,Completed,1124    LAKEVIEW  BLVD  E  SEATTLE,,Construct two single family dwellings and add one unit to existing 4-plex,,,
06/17/2025,003254-25PA,Building & Land Use Pre-Application,Completed,4440    52ND  AVE  SW  SEATTLE,4440 Residence - Demo,"DEMOLISH EXISTING HOUSE AND EXISTING DETACHED GARAGE, AND CONSTRUCT A 3-STORY SINGLE FAMILY HOUSE WITH BASEMENT AND 2-STORY ADU",,,
06/17/2025,003248-25PA,Building & Land Use Pre-Application,Completed,7726    DELRIDGE  WAY  SW  SEATTLE,,"Demolition only, less than 750sf residence. Construction plan approved under 6777633-CN6838980-EX",,,
06/16/2025,003218-25PA,Building & Land Use Pre-Application,Completed,4500    36TH ave  AVE  SW  SEATTLE,West Seattle Orchard Apartments,We are looking to decommission an existing pool and in-fill it for landscape use.,,,
06/16/2025,003229-25PA,Building & Land Use Pre-Application,Completed,12544    27TH  AVE  NE  SEATTLE,Tenant Improvements & Use,Convert warehouse to performing arts school (non-academic) with extensive improvements in the Lake City Urban Village.,,,
06/16/2025,003232-25PA,Building & Land Use Pre-Application,Completed,6826    25TH  AVE  NE  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW SFR'S AND ONE NEW DUPLEX, WITHPARKING PER PLAN. FUTURE ULS",,,
06/16/2025,003219-25PA,Building & Land Use Pre-Application,Completed,2351    24TH  AVE  S  SEATTLE,24th Street S,Demolition of a single family dwelling that has been deemed by the City of Seattle and King County Superior Court as a public nuisance that constitutes an unsafe situation.,,,
06/16/2025,003230-25PA,Building & Land Use Pre-Application,Completed,5701    RAINIER  AVE  S  SEATTLE,,New sake bar per plan.,,,
06/16/2025,003224-25PA,Building & Land Use Pre-Application,Completed,803    34TH  AVE  E  SEATTLE,803 34th Ave E,Propose 4 row house units.,,,
06/16/2025,003225-25PA,Building & Land Use Pre-Application,Completed,929   NW  59TH  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT FOUR NEW TH'S, WITH PARKING PER PLAN. FUTURE ULS.",,,
06/16/2025,003222-25PA,Building & Land Use Pre-Application,Completed,7035    DELRIDGE  WAY  SW  SEATTLE,,9-Unit ULS,,,
06/16/2025,003216-25PA,Building & Land Use Pre-Application,Completed,6344    37TH  AVE  SW  SEATTLE,,"Interior alterations to existing single family residence, subject to field inspection (STFI)",,,
06/13/2025,003192-25PA,Building & Land Use Pre-Application,Completed,4131    EVANSTON  AVE  N  SEATTLE,Garage with extra room,I formally had a building permit (6578599) but it expired. I have revised the project but the foot print is still a two story 400sq fr (per level) 1.5 car garage. I have the original approved plans and the subtle modification including the plot lay out (unchanged),,,
06/13/2025,003203-25PA,Building & Land Use Pre-Application,Completed,7728    11th  AVE  NW,Hammett Studio,Demolish existing garage and build new accessory structure roughly in the same spot.,,,
06/13/2025,003204-25PA,Building & Land Use Pre-Application,In Process,1700    1ST  AVE  S  SEATTLE,Showbox SoDo Loading Dock,"Showbox SoDo is a destination for all music lovers. We offer a wide variety of concerts and events. We currently have a loading dock that is parallel to the street. Therefore, we cannot back a semi into the loading dock, otherwise, we would block traffic. The goal is to create a loading dock out of scaffolding that would fit inside our footprint, not blocking the street, where a semi could stay during the load-in and load-out of a concert. Making it a better experience for our guests, the artists, and our staff.",,,
06/13/2025,003198-25PA,Building & Land Use Pre-Application,Completed,910   N  39TH  ST   SEATTLE,910 N 39th St Driveway and Carport,"Whenever I park my car on the street it gets hit by other cars. I have been in car insurance hell since December getting my brand new car fixed twice since I bought it. The situation is untenable. I need more parking.My plan is to install a 30 foot gravel driveway and carport along the north side of my property, running east/west with egress onto Winslow Pl. This will require a 2 foot deep excavation for a retaining wall and the removal of 5 trees that run along the north edge of the property. I will need to remove a 12 foot section of my north/south retaining wall, but a curb cut is not required as their are no curbs on Winslow Pl.",,,
06/13/2025,003196-25PA,Building & Land Use Pre-Application,Completed,1300   E  MADISON  ST   SEATTLE,,Renovation of existing Bank of America building,,,
06/13/2025,003212-25PA,Building & Land Use Pre-Application,Completed,3001    ALKI  AVE  SW  SEATTLE,"Barlag, Eli - Bulkhead Installation","Project is to repair failing soft shore stabilization with new vertical bulkhead built using H piles and precast concrete lagging to protect the private residence from compromising wave action of Puget Sound, encroaching water and wave driven logs and debris during king tides causing property damage. Per the recommendations of the alternative shoreline analysis prepared  Feb 5, 2025,",,,
06/13/2025,003210-25PA,Building & Land Use Pre-Application,Completed,1239    PARKSIDE  DR  E  SEATTLE,Broadmoor Residence,Selective Interior and Exterior renovation of existing SFR per plans,,,
06/13/2025,003214-25PA,Building & Land Use Pre-Application,Completed,705   NW  120TH  ST   SEATTLE,,Construct 2 single family residences and detached 2-car garage. Existing SFR to remain. Demo existing detached garage. New/replaced hard surface area is less than 5000 sf.,,,
06/13/2025,003207-25PA,Building & Land Use Pre-Application,Completed,602   NW  87TH  ST   SEATTLE,Martynas Grazulis - 602 NW 87th St - ADUs,Construct two new AADU's,,,
06/13/2025,003202-25PA,Building & Land Use Pre-Application,Completed,4201  R   5TH  AVE  NW  SEATTLE,Ascend21 Curb Cut,ROW - Construct curb cut & driveway for existing parking spaces,,,
06/13/2025,003200-25PA,Building & Land Use Pre-Application,Completed,960   S  HARNEY  ST   SEATTLE,,***full plan review required***Minor TI consisting of partial demolition of existing partitions for new team areas.,,,
06/13/2025,003194-25PA,Building & Land Use Pre-Application,Completed,3618   SW  Alaska  ST,Storage Container,"Install (2) on grade steel 8 ft x 20 ft & 8 ft x 40 ft Dry Box Storage Containers accessory to an emergency shelter, subject to field inspection (STFI)",,,
06/12/2025,003182-25PA,Building & Land Use Pre-Application,Completed,901    boren  AVE,Cabrini Tower ADA Restrooms,Update existing common area restrooms on the 14 floor to meet ADA code,,,
06/12/2025,003177-25PA,Building & Land Use Pre-Application,Completed,800    OCCIDENTAL  AVE  S  SEATTLE,Lumen JWOs on Club Level,Two new Just Walk Out concessions stands on Club level of existing stadium per plan.,,,
06/12/2025,003187-25PA,Building & Land Use Pre-Application,Completed,1702    41st  AVE  SW,KUBO DADU,A DADU is planned for the eastern portion of a residential through lot in the North Admiral neighborhood of West Seattle.,,,
06/12/2025,003190-25PA,Building & Land Use Pre-Application,Completed,11215    MARINE VIEW  DR  SW  SEATTLE,Robinson,Demolish existing single family residence. Establish use and construct new single family residence.,,,
06/12/2025,003191-25PA,Building & Land Use Pre-Application,Additional Info Requested,2800    RAINIER  AVE  S  SEATTLE,Franklin High School Bleachers,replacement of damaged standalone bleachers with elevated bleachers,,,
06/12/2025,003183-25PA,Building & Land Use Pre-Application,Completed,10349    DENSMORE  AVE  N  SEATTLE,Shed,"Construct detached shed accessory to existing one-family dwelling, subject to field inspection (STFI)",,,
06/12/2025,003180-25PA,Building & Land Use Pre-Application,Completed,539    26TH  AVE  S  SEATTLE,539 26th Ave S - Construction,"Construct alterations to upper and lower units of two-family dwelling, subject-to-field inspection (STFI).",,,
06/11/2025,003168-25PA,Building & Land Use Pre-Application,Completed,4611    35TH  AVE  SW  SEATTLE,MUP Revision,Maintenance related exterior painting of building. Requesting approval for new color scheme.,,,
06/11/2025,003161-25PA,Building & Land Use Pre-Application,Completed,9002    12TH  AVE  NE  SEATTLE,Build 4 new SFR,DEMOLISH EXISTING STRUCTURES AND CONSTRUCT FOUR NEW SINGLE-FAMILY RESIDENCES,,,
06/11/2025,003173-25PA,Building & Land Use Pre-Application,Completed,2828   SW  NEVADA  ST   SEATTLE,,"REMOVE EXISTING STRUCTURES. BUILD 4 NEW TOWNHOUSE UNITS WITH GARAGE AND SURFACE PARKING, PER PLAN.",,,
06/11/2025,003172-25PA,Building & Land Use Pre-Application,Completed,2828   SW  NEVADA  ST   SEATTLE,,"REMOVE EXISTING STRUCTURES. BUILD 4 NEW TOWNHOUSE UNITS WITH GARAGE AND SURFACE PARKING, PER PLAN.",,,
06/11/2025,003159-25PA,Building & Land Use Pre-Application,Completed,2308   N  37TH  ST   SEATTLE,,demolition of existing SFR,,,
06/11/2025,003166-25PA,Building & Land Use Pre-Application,Completed,3845    41ST  AVE  S  SEATTLE,Arango-Kuperman Site Wall,New tiered shoring walls.,,,
06/11/2025,003156-25PA,Building & Land Use Pre-Application,Completed,618    John  ST,618 John Multifamily,Construction of apartment building consisting of six stories of type IIIA wood framing over two levels of Type IA concrete with 274 units.,,,
06/11/2025,003160-25PA,Building & Land Use Pre-Application,Completed,1019    BELMONT  PL  E  SEATTLE,,interior alterations to existing SFR,,,
06/11/2025,003170-25PA,Building & Land Use Pre-Application,Completed,11208    Evanston  AVE  N,11208 Evanston STFI,"Construct alterations to existing single family residence, subject-to-field inspection (STFI).",,,
06/11/2025,003155-25PA,Building & Land Use Pre-Application,Withdrawn,2104  R  E  SHELBY  ST   SEATTLE,JB0001439405 - LVL3 - KING COUNTY - WA,"***NEEDS ROW ADDRESS*** WE ARE NOT REMOVING A TREE, i CHOSE CLOSEST OPTION FOR A SHORELINE EXEMPTION.Comcast will be doing work within the alley north of E Shelby St which is near the shoreline. This project proposes to tie in at city ROW and place new strand & lash approx. 465' to SLC pole #1309182 via 6 existing poles and riser down. Overpull approx. 98' from SLC pole #1309182 to existing vault #1. Trench approx. 152' to place 2-2"" conduit & cable from existing vault #1 to city ROW on Montlake Blvd E, Alley, E Hamlin St & E Shelby St",,,
06/10/2025,003137-25PA,Building & Land Use Pre-Application,Completed,5011    DELRIDGE  WAY  SW  SEATTLE,5005 Delridge Townhomes,Proposed 6 unit townhome development,,,
06/10/2025,003152-25PA,Building & Land Use Pre-Application,Completed,1417    BELMONT  AVE   SEATTLE,Santa Fe Apartments,"This building was flagged for a Permitted Use violation, due to external parking in unallowed areas, and garage enclosure outside of Permit.  Code Violation Case #1059642-VI The purpose of this Permit is to establish legal construction and use, and satisfy the Violation",,,
06/10/2025,003146-25PA,Building & Land Use Pre-Application,Completed,6050    36TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING ANDCONSTRUCT TWO NEW DUPLEXS, WITH PARKING PER PLAN. FUTURE ULS",,,
06/10/2025,003132-25PA,Building & Land Use Pre-Application,Completed,7702    14TH  AVE  NE  SEATTLE,Holmberg Foundation Repair,installation of 12 helicals to stabilize SFR,,,
06/10/2025,003138-25PA,Building & Land Use Pre-Application,Additional Info Requested,2400   E  HELEN  ST   SEATTLE,Muhunthan Revision,"Revision to 6816690-CN to reflect as-built conditions, including a loft, structural changes, and ventilation system.",,,
06/10/2025,003145-25PA,Building & Land Use Pre-Application,Completed,3514   SW  99th  ST,3514 SW 99th St,Construct new detached accessory dwelling unit (DADU) per standard plan 6880596-SP. Existing detached garage to be removed.,,,
06/10/2025,003140-25PA,Building & Land Use Pre-Application,Completed,3622    WOODLAND PARK  AVE  N  SEATTLE,3622 WOODLAND PARK AVE N,"Construction of a 7-story residential multi-family structure, approximately 133 units, with below-grade parking.for approximately 102 vehicles. Existing multi-unit structures to be demolished.",,,
06/10/2025,003151-25PA,Building & Land Use Pre-Application,Completed,9212    PHINNEY  AVE  N  SEATTLE,"9212 PHINNEY AVE N,SEATTLE, WA 98103 - GARAGE DEMO",DEMOLITION OF 430 SF DELAPIDATED AND DANGEROUS GARAGE STRUCTURE.,,,
06/10/2025,003141-25PA,Building & Land Use Pre-Application,Completed,2636   NW  85TH  ST   SEATTLE,Huertas Residence DADU,To convert a portion of the existing detached garage to a DADU,,,
06/10/2025,003143-25PA,Building & Land Use Pre-Application,Completed,605    QUEEN ANNE  AVE  N  SEATTLE,,Parapet bracing along eastern facade of existing restaurant storefront,,,
06/10/2025,003130-25PA,Building & Land Use Pre-Application,Completed,5101   SW  BRUCE  ST   SEATTLE,Johnson Foundation Repair,"Installation o f14 helicals, 13 tiebacks to stabilize SFR after settling.",,,
06/10/2025,003135-25PA,Building & Land Use Pre-Application,Completed,5721    8TH  AVE  NE  SEATTLE,5721 8th Ave NE LBA,"Lot Boundary Adjustment to the South portion of the lot creating a new, approx. 5,000 square foot buildable lot.",,,
06/10/2025,003149-25PA,Building & Land Use Pre-Application,Completed,13303  R   5TH  AVE  NE  SEATTLE,T-Mobile SE52XC015 Park & Ride Clearwire Decommission,T-Mobile proposes to modify an existing wireless facility located  within Washington State DOT Right-of-way by removing the existing Clearwire equipment (owned and operated by T-Mobile) from the property.,,,
06/10/2025,003139-25PA,Building & Land Use Pre-Application,Completed,550    TERRY  AVE  N  SEATTLE,,Refresh of existing elevator lobby include minor demo of non-load bearing partitions new fixtures and finishes.,,,
06/10/2025,003133-25PA,Building & Land Use Pre-Application,Completed,4111    WHITMAN  AVE  N  SEATTLE,4111 Whitman Retaining Wall Repair,installation of 6 tiebacks to stabilize SFR after settling,,,
06/10/2025,003147-25PA,Building & Land Use Pre-Application,Completed,801    5TH  AVE   SEATTLE,F5 tower levels 29 and 30 stair walls,*Full plan review required* Demolishing two walls and rebuilding two walls in similar locations to adjust access on a non-egress communicating stairs between levels 29 and 30.,,,
06/10/2025,003148-25PA,Building & Land Use Pre-Application,Completed,4715   W  EMERSON  ST   SEATTLE,4715 Reno Project,"Construct substantial alterations to one-family dwelling, subject to field inspection (STFI) [Seismic retrofit under 7095683-CN]",,,
06/09/2025,003112-25PA,Building & Land Use Pre-Application,Completed,6416    34TH  AVE  NW  SEATTLE,decking and handrials,"39.5"" guardrails, 4x4 wooden posts every 6-7 feet with 2x2x36"" wooden pickets  spaced every 3.5-4"" with a top horizontal 2x4",,,
06/09/2025,003114-25PA,Building & Land Use Pre-Application,Completed,9216    12TH  AVE  SW,NEW DETACHED,NEW DETACHED GARAGE UNHEATED NO PLUMBING NO POWER,,,
06/09/2025,003118-25PA,Building & Land Use Pre-Application,Completed,3021   NE  115TH  ST   SEATTLE,Walrus eave,"Minor alterations to existing residence, PASV & reviews under permit record 7057671-CN",,,
06/09/2025,003113-25PA,Building & Land Use Pre-Application,Completed,2360    MAGNOLIA  BLVD  W  SEATTLE,Swanson Residence_ADU,Adding an 865 sq ft ADU in the basement of a single-family home,,,
06/09/2025,003123-25PA,Building & Land Use Pre-Application,Completed,1721    15TH  AVE   SEATTLE,Learning Tree Exterior Stairs,NEW 109 SF WOOD ENTRY STAIRS TO REPLACE EXISTING 66 SF WOOD STAIRS AND LIKE-FOR-LIKE EXTERIOR DOOR REPLACEMENT.,,,
06/09/2025,003117-25PA,Building & Land Use Pre-Application,Completed,5142   S  HOLLY  ST   SEATTLE,Change Preschool room in Yavneh bldg status from E  to I-4,"We need to change the status (Occupancy Group) for one classroom from E to I-4 because it is only used for daytime daycare in the building on the property with the address 5142 South Holly Street, also known as the Southeast Building. See attached documents for specific details about which room we are reclassifying.  No proposed construction. Just changing occupancy of one room from school to daycare.",,,
06/09/2025,003119-25PA,Building & Land Use Pre-Application,Completed,7244   S  TAFT  ST   SEATTLE,Taft St. - East Lot,"Construct new single-family residence with accessory dwelling unit, per plan.",,,
06/09/2025,003128-25PA,Building & Land Use Pre-Application,Completed,10829    MARINE VIEW  DR  SW,Victor  Ngai,"My neighbor & I had replaced the existing crushed rock driveways with concrete driveways but, the existing grade as it was. Since we didn't think there was much difference between existing and new impervious driveway surfaces, we didn't think a permit was required.The SCDCI issued citations for us and directed us to apply for a grading permit. We hired a geotec and engineer to design the required onsite drainage control facility that is proposed to be located between both properties. somehow, the application for my permit was placed under 7046745-CN. While, my neighbor application was correctly placed under 7046325-GR. For that reason, I was told to start a new application. My neighbor can't construct his part unless permits are issued for both projects simultanously.",,,
06/09/2025,003115-25PA,Building & Land Use Pre-Application,Completed,2360    MAGNOLIA  BLVD  W,Swanson Residence_Garage Addition,"Construct a detached garage, accessory to existing single family residence, subject-to-field inspection (STFI).",,,
06/09/2025,003109-25PA,Building & Land Use Pre-Application,Completed,508    22ND  AVE  E  SEATTLE,508 22nd Ave E,"Interior alterations to existing single family residence, subject to field inspection (STFI)",,,
06/07/2025,003104-25PA,Building & Land Use Pre-Application,Completed,5235   SW  JACOBSEN  RD   SEATTLE,Frost Residence Elevator Addition,"Owners would like to install a three stop Garaventa residential elevator to assist a family member with mobility challenges. The residence was designed to accomodate an elevator, and all structure is currenlty in place for the installation.",,,
06/07/2025,003106-25PA,Building & Land Use Pre-Application,Completed,633  B  N  138TH  ST   SEATTLE,Garage-Shed,"Construct detached garage at existing single family residence, subject to field inspection (STFI)",,,
06/06/2025,003101-25PA,Building & Land Use Pre-Application,Completed,5224   S  FARRAR  ST   SEATTLE,Lamantea Project,"The existing property (Parcel Number: 123100-0350) consists of two lots: Lot 20 and Lot 21. The existing residence is located on Lot 20; however, a small portion of the entry porch encroaches onto Lot 21. A lot boundary adjustment is required to ensure that the entire residence, including the entry porch, is fully located on Lot 20.",,,
06/06/2025,003094-25PA,Building & Land Use Pre-Application,Completed,1140   SW  MASSACHUSETTS  ST   SEATTLE,ARRC Pier 15.5 Cathodic Protection,"The proposed project includes routine maintenance to the cathodic protection system at ARRC’s Seattle barge slip at Pier 15.5. This involves an in-kind, or similar, replacement of the anodes located at the Pontoon Exterior, East/West Guide Dolphins, Dolphins 3 and 4, and the Sea Wall. Cathodic protection is necessary to protect the submerged steel elements from corrosion damage in the saltwater environment. If the steel is left unprotected, permanent damage to the steel structure will occur over time, and can eventually lead to local or total collapse of the system.",,,
06/06/2025,003092-25PA,Building & Land Use Pre-Application,Completed,800    OCCIDENTAL  AVE  S  SEATTLE,Lumen Field North Lot Bollards Phase 2,Installation of bollards on Lumen property per plan,,,
06/06/2025,003085-25PA,Building & Land Use Pre-Application,Completed,8857    24TH  AVE  SW  SEATTLE,,"DEMO SFR, CONSTRUCT (6) SFR WITH (6) OPEN PARKING STALLS; FUTURE UNIT LOT SUBDIVISION",,,
06/06/2025,003093-25PA,Building & Land Use Pre-Application,Completed,618    JOHN  ST   SEATTLE,Mary's Place Hotel Family Shelter,Conversion of the vacant Quality Inn hotel to an emergency shelter for Mary's Place.,,,
06/06/2025,003099-25PA,Building & Land Use Pre-Application,Completed,2137   N  128TH  ST   SEATTLE,,"CONSTUCT (3) NEW UNIT PERPLAN, 3 PARKING PROVIDED. EXISTING SFR TO DEMOLISHED",,,
06/06/2025,003084-25PA,Building & Land Use Pre-Application,In Process,400    4TH  AVE  W  SEATTLE,,Demolish existing parking lot.  Construct a seven-story apartment building with approximately 200 units and enclosed parking stalls.,,,
06/06/2025,003088-25PA,Building & Land Use Pre-Application,Completed,8002    40th  AVE  NE,Trinh Addition,Construct new 2nd floor dormer with interior modifications.,,,
06/06/2025,003097-25PA,Building & Land Use Pre-Application,Completed,6549    CALIFORNIA  AVE  SW  SEATTLE,,2-Lot Short Plat,,,
06/06/2025,003090-25PA,Building & Land Use Pre-Application,Completed,2500    CANTERBURY  LN  E  SEATTLE,Shipman Residence,"Construct non-structural alterations to condominium unit #301 of existing multi-family building [Canterbury Shores], subject-to-field inspection (STFI).",,,
06/06/2025,003095-25PA,Building & Land Use Pre-Application,Completed,2015   NE  113TH  ST   SEATTLE,,"CONSTUCT (4) NEW UNIT PERPLAN, 4 PARKING PROVIDED. EXISTING SFR TO BE DEMOLISHED.",,,
06/05/2025,003074-25PA,Building & Land Use Pre-Application,Completed,836   NE  96TH  ST   SEATTLE,,"CONSTUCT (4) NEW UNIT PER PLAN, 4 PARKING PROVIDED. EXISTINGSFR TO BE DEMOLISHED.",,,
06/05/2025,003063-25PA,Building & Land Use Pre-Application,Completed,2209    25TH  AVE  E  SEATTLE,foxcurtis garage,"we want to reduce the size of our existing garage to create a off street parking space. if we reduce the garage by 5'-6"" we can create a SMC 23.54.030 compliant 8' x 16' space.",,,
06/05/2025,003065-25PA,Building & Land Use Pre-Application,Completed,6527    JONES  AVE  NW  SEATTLE,,"DEMOLISH EXISTING BUILDING AND CONSTRUCT TWO NEW DUPLEXES, WITH PARKING PER PLAN.",,,
06/05/2025,003069-25PA,Building & Land Use Pre-Application,Completed,6505    21ST  AVE  NW  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT TWO NEW DUPLEXES, WITH PARKING PER PLAN.",,,
06/05/2025,003067-25PA,Building & Land Use Pre-Application,Completed,4419   S  BRANDON  ST   SEATTLE,Azmarino Bar and Restaurant LLC,"We Want To Convert the interior of the Restaurant Theme, Concept, and Identity. We will be adding in equipment for the restaurant, no major  reconfiguration of structure.Azmarino  bar and restaurant offers a modern Ethiopian and Eritrean dining experience—rooted in tradition, yet reimagined for today’s diverse and vibrant community. The ambiance will feature a fusion of contemporary design and cultural warmth, with clean lines, handcrafted decor, traditional patterns, and soft, welcoming lighting. It’s a place where everyone feels at home.Cuisine and Beverage StyleOur carefully curated menu will highlight a small selection of signature dishes that showcase the depth and richness of Ethiopian and Eritrean cuisine—bold flavors, time-honored recipes, and meals made with love. We will serve traditional coffee in an authentic ceremonial style, alongside a full bar featuring both local and international drinks that pair beautifully with our food.Service StyleWe will operate as a full-service restaurant with a warm, attentive team that treats every guest like family. A designated take-out area will be available for those looking for a quick and delicious meal on the go.Sourcing IngredientsWe are committed to quality and sustainability. Whenever possible, we’ll source fresh produce and ingredients from local farms and trusted vendors. Essential spices and specialty items will be imported to preserve the authenticity and integrity of our dishes.Restaurant Identity and MissionAzmarino bar and restaurant is more than just a place to eat—it’s a space for gathering, connection, and celebration. We serve our neighborhood with pride, welcoming individuals, couples, and families alike. Our mission is to create a welcoming environment where meaningful memories are made and diverse communities come together through the joy of food and culture.Core ValuesCommunity – Bringing people together from all walks of life.Tradition – Honoring the rich culinary and cultural heritage of Ethiopia and Eritrea.Family & Friendship – Celebrating the joy of sharing meals and experiences.Quality – Serving flavorful, thoughtfully prepared dishes made with care.Hospitality – Making every guest feel seen, valued, and at home.",,,
